Commodity Info,Consumption Units,Department,Fiscal Year,Quarter,Consumption,Emissions mtCO2e
Natural Gas,Therms,Recreation and Park Department,2020,Q1,2806,14.94
Natural Gas,Therms,Recreation and Park Department,2020,Q1,2884,15.35
Natural Gas,Therms,Recreation and Park Department,2020,Q1,2976,15.84
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3015,16.05
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3044,16.21
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3047,16.22
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3070,16.34
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3091,16.46
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3124,16.63
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3132,16.67
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3220,17.14
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3478,18.52
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3538,18.84
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3699,19.69
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3756,20
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3791,20.18
Natural Gas,Therms,Recreation and Park Department,2020,Q1,3863,20.57
Natural Gas,Therms,Recreation and Park Department,2020,Q1,5130,27.31
Natural Gas,Therms,Recreation and Park Department,2020,Q1,5220,27.79
Natural Gas,Therms,Recreation and Park Department,2020,Q1,5942,31.63
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0.06,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0.4,0
Natural Gas,Therms,Recreation and Park Department,2022,Q1,0.97,0.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1,0.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2.39,0.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2.46,0.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2.58,0.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.01,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.03,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.07,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.13,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.16,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.31,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.54,0.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4.79,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.1,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.12,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.19,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.22,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.35,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.36,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.53,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5.69,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6.12,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6.19,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6.21,0.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6.66,0.04
Natural Gas,Therms,Recreation and Park Department,2022,Q1,7.12,0.04
Natural Gas,Therms,Recreation and Park Department,2022,Q1,7.92,0.04
Natural Gas,Therms,Recreation and Park Department,2022,Q1,8.53,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,8.7,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,9.29,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,9.69,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,10.24,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,10.32,0.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,10.41,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,10.49,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,10.86,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.07,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.55,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.64,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.68,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.69,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.73,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,11.92,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,12.12,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,12.12,0.06
Natural Gas,Therms,Recreation and Park Department,2022,Q1,12.39,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,12.49,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,12.74,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,13,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,13.03,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,13.04,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,13.72,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,13.94,0.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,14.15,0.08
Natural Gas,Therms,Recreation and Park Department,2022,Q1,14.82,0.08
Natural Gas,Therms,Recreation and Park Department,2022,Q1,14.99,0.08
Natural Gas,Therms,Recreation and Park Department,2022,Q1,16.1,0.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,16.14,0.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,16.88,0.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,17.23,0.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,17.27,0.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,18.51,0.1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,19.39,0.1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,19.71,0.1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,19.88,0.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,19.91,0.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,20.01,0.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,20.97,0.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,21.45,0.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,21.92,0.12
Natural Gas,Therms,Recreation and Park Department,2022,Q1,24.7,0.13
Natural Gas,Therms,Recreation and Park Department,2022,Q1,24.76,0.13
Natural Gas,Therms,Recreation and Park Department,2022,Q1,25.11,0.13
Natural Gas,Therms,Recreation and Park Department,2022,Q1,26.24,0.14
Natural Gas,Therms,Recreation and Park Department,2022,Q1,26.64,0.14
Natural Gas,Therms,Recreation and Park Department,2022,Q1,27.65,0.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,28.7,0.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,28.79,0.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,29.11,0.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,29.64,0.16
Natural Gas,Therms,Recreation and Park Department,2022,Q1,29.85,0.16
Natural Gas,Therms,Recreation and Park Department,2022,Q1,30.16,0.16
Natural Gas,Therms,Recreation and Park Department,2022,Q1,31.22,0.17
Natural Gas,Therms,Recreation and Park Department,2022,Q1,31.91,0.17
Natural Gas,Therms,Recreation and Park Department,2022,Q1,32.08,0.17
Natural Gas,Therms,Recreation and Park Department,2022,Q1,32.77,0.17
Natural Gas,Therms,Recreation and Park Department,2022,Q1,33.63,0.18
Natural Gas,Therms,Recreation and Park Department,2022,Q1,33.63,0.18
Natural Gas,Therms,Recreation and Park Department,2022,Q1,34.17,0.18
Natural Gas,Therms,Recreation and Park Department,2022,Q1,34.31,0.18
Natural Gas,Therms,Recreation and Park Department,2022,Q1,35.9,0.19
Natural Gas,Therms,Recreation and Park Department,2022,Q1,38.55,0.21
Natural Gas,Therms,Recreation and Park Department,2022,Q1,39.77,0.21
Natural Gas,Therms,Recreation and Park Department,2022,Q1,41.65,0.22
Natural Gas,Therms,Recreation and Park Department,2022,Q1,44.79,0.24
Natural Gas,Therms,Recreation and Park Department,2022,Q1,44.91,0.24
Natural Gas,Therms,Recreation and Park Department,2022,Q1,44.92,0.24
Natural Gas,Therms,Recreation and Park Department,2022,Q1,45.58,0.24
Natural Gas,Therms,Recreation and Park Department,2022,Q1,46.22,0.25
Natural Gas,Therms,Recreation and Park Department,2022,Q1,47.72,0.25
Natural Gas,Therms,Recreation and Park Department,2022,Q1,49.51,0.26
Natural Gas,Therms,Recreation and Park Department,2022,Q1,49.74,0.26
Natural Gas,Therms,Recreation and Park Department,2022,Q1,50.04,0.27
Natural Gas,Therms,Recreation and Park Department,2022,Q1,51.12,0.27
Natural Gas,Therms,Recreation and Park Department,2022,Q1,52.46,0.28
Natural Gas,Therms,Recreation and Park Department,2022,Q1,53.24,0.28
Natural Gas,Therms,Recreation and Park Department,2022,Q1,53.84,0.29
Natural Gas,Therms,Recreation and Park Department,2022,Q1,54.02,0.29
Natural Gas,Therms,Recreation and Park Department,2022,Q1,61.29,0.33
Natural Gas,Therms,Recreation and Park Department,2022,Q1,61.77,0.33
Natural Gas,Therms,Recreation and Park Department,2022,Q1,62.94,0.34
Natural Gas,Therms,Recreation and Park Department,2022,Q1,63.49,0.34
Natural Gas,Therms,Recreation and Park Department,2022,Q1,63.72,0.34
Natural Gas,Therms,Recreation and Park Department,2022,Q1,64.95,0.35
Natural Gas,Therms,Recreation and Park Department,2022,Q1,65.02,0.35
Natural Gas,Therms,Recreation and Park Department,2022,Q1,65.32,0.35
Natural Gas,Therms,Recreation and Park Department,2022,Q1,66.9,0.36
Natural Gas,Therms,Recreation and Park Department,2022,Q1,68.48,0.36
Natural Gas,Therms,Recreation and Park Department,2022,Q1,73.57,0.39
Natural Gas,Therms,Recreation and Park Department,2022,Q1,77.87,0.41
Natural Gas,Therms,Recreation and Park Department,2022,Q1,81.09,0.43
Natural Gas,Therms,Recreation and Park Department,2022,Q1,82.08,0.44
Natural Gas,Therms,Recreation and Park Department,2022,Q1,82.25,0.44
Natural Gas,Therms,Recreation and Park Department,2022,Q1,90.66,0.48
Natural Gas,Therms,Recreation and Park Department,2022,Q1,91.04,0.48
Natural Gas,Therms,Recreation and Park Department,2022,Q1,92.31,0.49
Natural Gas,Therms,Recreation and Park Department,2022,Q1,100.92,0.54
Natural Gas,Therms,Recreation and Park Department,2022,Q1,103.29,0.55
Natural Gas,Therms,Recreation and Park Department,2022,Q1,112.88,0.6
Natural Gas,Therms,Recreation and Park Department,2022,Q1,117.31,0.62
Natural Gas,Therms,Recreation and Park Department,2022,Q1,135.84,0.72
Natural Gas,Therms,Recreation and Park Department,2022,Q1,138.34,0.74
Natural Gas,Therms,Recreation and Park Department,2022,Q1,149.94,0.8
Natural Gas,Therms,Recreation and Park Department,2022,Q1,170.27,0.91
Natural Gas,Therms,Recreation and Park Department,2022,Q1,176.11,0.94
Natural Gas,Therms,Recreation and Park Department,2022,Q1,180.26,0.96
Natural Gas,Therms,Recreation and Park Department,2022,Q1,184.49,0.98
Natural Gas,Therms,Recreation and Park Department,2022,Q1,187.88,1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,197.47,1.05
Natural Gas,Therms,Recreation and Park Department,2022,Q1,201.56,1.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,205.43,1.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,207.25,1.1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,213.79,1.14
Natural Gas,Therms,Recreation and Park Department,2022,Q1,215.64,1.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,230.92,1.23
Natural Gas,Therms,Recreation and Park Department,2022,Q1,244.45,1.3
Natural Gas,Therms,Recreation and Park Department,2022,Q1,247.41,1.32
Natural Gas,Therms,Recreation and Park Department,2022,Q1,249.04,1.33
Natural Gas,Therms,Recreation and Park Department,2022,Q1,250.33,1.33
Natural Gas,Therms,Recreation and Park Department,2022,Q1,251.67,1.34
Natural Gas,Therms,Recreation and Park Department,2022,Q1,257.26,1.37
Natural Gas,Therms,Recreation and Park Department,2022,Q1,283.2,1.51
Natural Gas,Therms,Recreation and Park Department,2022,Q1,291.6,1.55
Natural Gas,Therms,Recreation and Park Department,2022,Q1,303.65,1.62
Natural Gas,Therms,Recreation and Park Department,2022,Q1,305.57,1.63
Natural Gas,Therms,Recreation and Park Department,2022,Q1,315.39,1.68
Natural Gas,Therms,Recreation and Park Department,2022,Q1,333.72,1.78
Natural Gas,Therms,Recreation and Park Department,2022,Q1,334.67,1.78
Natural Gas,Therms,Recreation and Park Department,2022,Q1,336.6,1.79
Natural Gas,Therms,Recreation and Park Department,2022,Q1,344.87,1.84
Natural Gas,Therms,Recreation and Park Department,2022,Q1,345.7,1.84
Natural Gas,Therms,Recreation and Park Department,2022,Q1,349.67,1.86
Natural Gas,Therms,Recreation and Park Department,2022,Q1,352.32,1.88
Natural Gas,Therms,Recreation and Park Department,2022,Q1,362.03,1.93
Natural Gas,Therms,Recreation and Park Department,2022,Q1,369.61,1.97
Natural Gas,Therms,Recreation and Park Department,2022,Q1,373.26,1.99
Natural Gas,Therms,Recreation and Park Department,2022,Q1,388.68,2.07
Natural Gas,Therms,Recreation and Park Department,2022,Q1,399.95,2.13
Natural Gas,Therms,Recreation and Park Department,2022,Q1,430.66,2.29
Natural Gas,Therms,Recreation and Park Department,2022,Q1,444.34,2.37
Natural Gas,Therms,Recreation and Park Department,2022,Q1,455.73,2.43
Natural Gas,Therms,Recreation and Park Department,2022,Q1,456.08,2.43
Natural Gas,Therms,Recreation and Park Department,2022,Q1,464.53,2.47
Natural Gas,Therms,Recreation and Park Department,2022,Q1,473.75,2.52
Natural Gas,Therms,Recreation and Park Department,2022,Q1,508.52,2.71
Natural Gas,Therms,Recreation and Park Department,2022,Q1,511.51,2.72
Natural Gas,Therms,Recreation and Park Department,2022,Q1,518.03,2.76
Natural Gas,Therms,Recreation and Park Department,2022,Q1,533.49,2.84
Natural Gas,Therms,Recreation and Park Department,2022,Q1,541.11,2.88
Natural Gas,Therms,Recreation and Park Department,2022,Q1,594.4,3.16
Natural Gas,Therms,Recreation and Park Department,2022,Q1,596.72,3.18
Natural Gas,Therms,Recreation and Park Department,2022,Q1,600.72,3.2
Natural Gas,Therms,Recreation and Park Department,2022,Q1,606.3,3.23
Natural Gas,Therms,Recreation and Park Department,2022,Q1,641.02,3.41
Natural Gas,Therms,Recreation and Park Department,2022,Q1,663.58,3.53
Natural Gas,Therms,Recreation and Park Department,2022,Q1,692.85,3.69
Natural Gas,Therms,Recreation and Park Department,2022,Q1,699.18,3.72
Natural Gas,Therms,Recreation and Park Department,2022,Q1,701.03,3.73
Natural Gas,Therms,Recreation and Park Department,2022,Q1,730.16,3.89
Natural Gas,Therms,Recreation and Park Department,2022,Q1,753.16,4.01
Natural Gas,Therms,Recreation and Park Department,2022,Q1,829.3,4.41
Natural Gas,Therms,Recreation and Park Department,2022,Q1,936.18,4.98
Natural Gas,Therms,Recreation and Park Department,2022,Q1,989.12,5.27
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1004.03,5.35
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1012.44,5.39
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1034.48,5.51
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1054.68,5.61
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1068.18,5.69
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1088.16,5.79
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1121.89,5.97
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1205.94,6.42
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1233.05,6.56
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1306.8,6.96
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1356.14,7.22
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1373.19,7.31
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1376.94,7.33
Natural Gas,Therms,Recreation and Park Department,2022,Q1,1694.54,9.02
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2019.44,10.75
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2044.17,10.88
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2084.58,11.1
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2160.16,11.5
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2221.9,11.83
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2225.68,11.85
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2249.83,11.98
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2651.28,14.11
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2651.76,14.12
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2658.09,14.15
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2705.87,14.41
Natural Gas,Therms,Recreation and Park Department,2022,Q1,2740.53,14.59
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3311.93,17.63
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3386.59,18.03
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3499.47,18.63
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3773,20.09
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3803.23,20.25
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3890.56,20.71
Natural Gas,Therms,Recreation and Park Department,2022,Q1,3926.19,20.9
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4053.5,21.58
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4087.15,21.76
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4131.23,21.99
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4168.15,22.19
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4428.08,23.57
Natural Gas,Therms,Recreation and Park Department,2022,Q1,4466.54,23.78
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5227.47,27.83
Natural Gas,Therms,Recreation and Park Department,2022,Q1,5302.39,28.23
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6633.47,35.31
Natural Gas,Therms,Recreation and Park Department,2022,Q1,6639.87,35.35
Natural Gas,Therms,Recreation and Park Department,2022,Q1,7240.05,38.54
N Discharged,Avg kgN/day,Public Utilities Commission,2020,Q2,67.46,25.63
N Discharged,Avg kgN/day,Public Utilities Commission,2020,Q2,2920.78,1109.62
N Discharged,Avg kgN/day,Public Utilities Commission,2021,Q2,66.31,25.19
N Discharged,Avg kgN/day,Public Utilities Commission,2021,Q2,3382.45,1285.01
CNG,Gallons,Fire Department,2020,Q2,11,0.07
Gasoline,Gallons,Fire Department,2020,Q2,-1266,-11.36
Gasoline,Gallons,Fire Department,2020,Q2,-1114,-10
Gasoline,Gallons,Fire Department,2020,Q2,-906,-8.13
Gasoline,Gallons,Fire Department,2020,Q2,0,0
Gasoline,Gallons,Fire Department,2020,Q2,18,0.16
Gasoline,Gallons,Fire Department,2020,Q2,175,1.57
Gasoline,Gallons,Fire Department,2020,Q2,286,2.57
Gasoline,Gallons,Fire Department,2020,Q2,300,2.69
Gasoline,Gallons,Fire Department,2020,Q2,325,2.92
Gasoline,Gallons,Fire Department,2020,Q2,350,3.14
Gasoline,Gallons,Fire Department,2020,Q2,375,3.36
Gasoline,Gallons,Fire Department,2020,Q2,500,4.49
Gasoline,Gallons,Fire Department,2020,Q2,550,4.94
Gasoline,Gallons,Fire Department,2020,Q2,600,5.38
Gasoline,Gallons,Fire Department,2020,Q2,633,5.68
Gasoline,Gallons,Fire Department,2020,Q2,650,5.83
Gasoline,Gallons,Fire Department,2020,Q2,651,5.84
Gasoline,Gallons,Fire Department,2020,Q2,800,7.18
Gasoline,Gallons,Fire Department,2020,Q2,821,7.37
Gasoline,Gallons,Fire Department,2020,Q2,835,7.49
Gasoline,Gallons,Fire Department,2020,Q2,875,7.85
Gasoline,Gallons,Fire Department,2020,Q2,900,8.08
Gasoline,Gallons,Fire Department,2020,Q2,906,8.13
Gasoline,Gallons,Fire Department,2020,Q2,906,8.13
Gasoline,Gallons,Fire Department,2020,Q2,917,8.23
Gasoline,Gallons,Fire Department,2020,Q2,921,8.26
Gasoline,Gallons,Fire Department,2020,Q2,925,8.3
Gasoline,Gallons,Fire Department,2020,Q2,936,8.4
Gasoline,Gallons,Fire Department,2020,Q2,960,8.61
Gasoline,Gallons,Fire Department,2020,Q2,962,8.63
Gasoline,Gallons,Fire Department,2020,Q2,965,8.66
Gasoline,Gallons,Fire Department,2020,Q2,999,8.96
Gasoline,Gallons,Fire Department,2020,Q2,999,8.96
Gasoline,Gallons,Fire Department,2020,Q2,1003,9
Gasoline,Gallons,Fire Department,2020,Q2,1005,9.02
Gasoline,Gallons,Fire Department,2020,Q2,1010,9.06
Gasoline,Gallons,Fire Department,2020,Q2,1010,9.06
Gasoline,Gallons,Fire Department,2020,Q2,1017,9.13
Gasoline,Gallons,Fire Department,2020,Q2,1037,9.31
Gasoline,Gallons,Fire Department,2020,Q2,1041,9.34
Gasoline,Gallons,Fire Department,2020,Q2,1061,9.52
Gasoline,Gallons,Fire Department,2020,Q2,1100,9.87
Gasoline,Gallons,Fire Department,2020,Q2,1100,9.87
Gasoline,Gallons,Fire Department,2020,Q2,1108,9.94
Gasoline,Gallons,Fire Department,2020,Q2,1114,10
Gasoline,Gallons,Fire Department,2020,Q2,1114,10
Gasoline,Gallons,Fire Department,2020,Q2,1117,10.02
Gasoline,Gallons,Fire Department,2020,Q2,1185,10.63
Gasoline,Gallons,Fire Department,2020,Q2,1199,10.76
Gasoline,Gallons,Fire Department,2020,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2020,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2020,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2020,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2020,Q2,1215,10.9
Gasoline,Gallons,Fire Department,2020,Q2,1250,11.22
Gasoline,Gallons,Fire Department,2020,Q2,1266,11.36
Gasoline,Gallons,Fire Department,2020,Q2,1266,11.36
Gasoline,Gallons,Fire Department,2020,Q2,1309,11.75
Gasoline,Gallons,Fire Department,2020,Q2,1317,11.82
Gasoline,Gallons,Fire Department,2022,Q2,200,1.79
Gasoline,Gallons,Fire Department,2022,Q2,294,2.64
Gasoline,Gallons,Fire Department,2022,Q2,340,3.05
Gasoline,Gallons,Fire Department,2022,Q2,372,3.34
Gasoline,Gallons,Fire Department,2022,Q2,400,3.59
Gasoline,Gallons,Fire Department,2022,Q2,400,3.59
Gasoline,Gallons,Fire Department,2022,Q2,421,3.78
Gasoline,Gallons,Fire Department,2022,Q2,600,5.38
Gasoline,Gallons,Fire Department,2022,Q2,700,6.28
Gasoline,Gallons,Fire Department,2022,Q2,700,6.28
Gasoline,Gallons,Fire Department,2022,Q2,700,6.28
Gasoline,Gallons,Fire Department,2022,Q2,703,6.31
Gasoline,Gallons,Fire Department,2022,Q2,710,6.37
Gasoline,Gallons,Fire Department,2022,Q2,715,6.42
Gasoline,Gallons,Fire Department,2022,Q2,810,7.27
Gasoline,Gallons,Fire Department,2022,Q2,851,7.64
Gasoline,Gallons,Fire Department,2022,Q2,872,7.82
Gasoline,Gallons,Fire Department,2022,Q2,900,8.08
Gasoline,Gallons,Fire Department,2022,Q2,903,8.1
Gasoline,Gallons,Fire Department,2022,Q2,950,8.52
Gasoline,Gallons,Fire Department,2022,Q2,950,8.52
Gasoline,Gallons,Fire Department,2022,Q2,950,8.52
Gasoline,Gallons,Fire Department,2022,Q2,955,8.57
Gasoline,Gallons,Fire Department,2022,Q2,995,8.93
Gasoline,Gallons,Fire Department,2022,Q2,996,8.94
Gasoline,Gallons,Fire Department,2022,Q2,998,8.96
Gasoline,Gallons,Fire Department,2022,Q2,998,8.96
Gasoline,Gallons,Fire Department,2022,Q2,999,8.96
Gasoline,Gallons,Fire Department,2022,Q2,999,8.96
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1000,8.97
Gasoline,Gallons,Fire Department,2022,Q2,1004,9.01
Gasoline,Gallons,Fire Department,2022,Q2,1004,9.01
Gasoline,Gallons,Fire Department,2022,Q2,1009,9.05
Gasoline,Gallons,Fire Department,2022,Q2,1049,9.41
Gasoline,Gallons,Fire Department,2022,Q2,1066,9.57
Gasoline,Gallons,Fire Department,2022,Q2,1084,9.73
Gasoline,Gallons,Fire Department,2022,Q2,1091,9.79
Gasoline,Gallons,Fire Department,2022,Q2,1100,9.87
Gasoline,Gallons,Fire Department,2022,Q2,1110,9.96
Gasoline,Gallons,Fire Department,2022,Q2,1197,10.74
Gasoline,Gallons,Fire Department,2022,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2022,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2022,Q2,1200,10.77
Gasoline,Gallons,Fire Department,2022,Q2,1201,10.78
Gasoline,Gallons,Fire Department,2022,Q2,1498,13.44
Gasoline,Gallons,Fire Department,2022,Q2,1794,16.1
Gasoline,Gallons,Fire Department,2022,Q2,1965,17.63
RD100,Gallons,Fire Department,2020,Q2,18.1,0.01
RD100,Gallons,Fire Department,2020,Q2,50,0.02
RD100,Gallons,Fire Department,2020,Q2,267.4,0.09
RD100,Gallons,Fire Department,2020,Q2,300,0.1
RD100,Gallons,Fire Department,2020,Q2,400.1,0.13
RD100,Gallons,Fire Department,2020,Q2,401.2,0.13
RD100,Gallons,Fire Department,2020,Q2,464.2,0.15
RD100,Gallons,Fire Department,2020,Q2,467.6,0.15
RD100,Gallons,Fire Department,2020,Q2,468.1,0.15
RD100,Gallons,Fire Department,2020,Q2,482.9,0.16
RD100,Gallons,Fire Department,2020,Q2,494.4,0.16
RD100,Gallons,Fire Department,2020,Q2,503.3,0.16
RD100,Gallons,Fire Department,2020,Q2,508.3,0.17
RD100,Gallons,Fire Department,2020,Q2,526.9,0.17
RD100,Gallons,Fire Department,2020,Q2,528.3,0.17
RD100,Gallons,Fire Department,2020,Q2,593,0.19
RD100,Gallons,Fire Department,2020,Q2,600.2,0.2
RD100,Gallons,Fire Department,2020,Q2,601.5,0.2
RD100,Gallons,Fire Department,2020,Q2,687.9,0.22
RD100,Gallons,Fire Department,2020,Q2,715.3,0.23
RD100,Gallons,Fire Department,2020,Q2,719.5,0.24
RD100,Gallons,Fire Department,2020,Q2,779.5,0.25
RD100,Gallons,Fire Department,2020,Q2,780.4,0.25
